orderid,warehouse,store,city,state,category,product,order_date,units_sold,unit_price,total_amount
ORD971384,Coca-Cola Beverages Florida,Sam's Club,Miami,Florida,Soft Drinks,Fanta,2023-10-15,465,2.77,1288.05
ORD409181,Coca-Cola Bottling Company United,Safeway,Phoenix,Arizona,Soft Drinks,Fanta,2023-07-31,969,2.94,2848.86
ORD583797,Reyes Coca-Cola Bottling,7-Eleven,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-12-29,900,1.79,1611.0
ORD364788,Coca-Cola Bottling Company United,Sam's Club,Chicago,Illinois,Alcoholic Beverages,Jack & Coke,2023-09-19,328,1.16,380.48
ORD638866,Coca-Cola Bottling Company United,7-Eleven,Chicago,Illinois,Soft Drinks,Sprite,2023-08-12,764,2.41,1841.24
ORD593192,Coca-Cola Beverages Florida,Walgreens,Denver,Colorado,Water,Dasani,2023-11-17,624,2.4,1497.6
ORD380357,Coca-Cola Bottling Company United,7-Eleven,New York,New York,Water,Aquafina,2023-07-21,63,2.03,127.89
ORD155554,Swire Coca-Cola,Walgreens,Houston,Texas,Water,Smartwater,2023-08-26,552,2.12,1170.24
ORD553577,Coca-Cola Beverages Florida,Walgreens,Los Angeles,California,Soft Drinks,Fanta,2023-06-14,666,2.57,1711.62
ORD513625,Coca-Cola Bottling Co. Consolidated,Walgreens,Miami,Florida,Water,Aquafina,2023-09-19,574,2.05,1176.7
ORD427126,Coca-Cola Beverages Florida,CVS,Chicago,Illinois,Water,Dasani,2023-02-03,820,3.48,2853.6
ORD557969,Swire Coca-Cola,Sam's Club,Los Angeles,California,Water,Smartwater,2023-01-04,287,2.7,774.9
ORD235613,Reyes Coca-Cola Bottling,Safeway,Los Angeles,California,Alcoholic Beverages,Jack & Coke,2023-04-24,299,2.68,801.32
ORD521368,Coca-Cola Bottling Co. Consolidated,Safeway,Atlanta,Georgia,Soft Drinks,Diet Coke,2023-11-06,197,1.97,388.09
ORD953998,Swire Coca-Cola,Publix,Miami,Florida,Soft Drinks,Coca-Cola Classic,2023-05-04,663,2.82,1869.66
ORD360780,Reyes Coca-Cola Bottling,Kroger,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-12-23,841,3.43,2884.63
ORD528068,Coca-Cola Bottling Co. Consolidated,Publix,New York,New York,Water,Dasani,2023-05-13,401,2.31,926.31
ORD951210,Swire Coca-Cola,Costco,Phoenix,Arizona,Soft Drinks,Sprite,2023-11-23,865,1.11,960.15
ORD403524,Coca-Cola Bottling Co. Consolidated,Kroger,Los Angeles,California,Water,Aquafina,2023-02-22,592,1.58,935.36
ORD250894,Swire Coca-Cola,Sam's Club,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-11-29,75,1.01,75.75
ORD814923,Swire Coca-Cola,Publix,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-03-18,287,1.29,370.23
ORD977192,Coca-Cola Bottling Co. Consolidated,Target,New York,New York,Water,Aquafina,2023-11-14,139,1.04,144.56
ORD787529,Reyes Coca-Cola Bottling,Target,New York,New York,Soft Drinks,Diet Coke,2023-03-09,986,2.18,2149.48
ORD598558,Reyes Coca-Cola Bottling,Walgreens,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-04-10,663,3.23,2141.49
ORD901070,Swire Coca-Cola,Costco,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-05-29,762,2.46,1874.52
ORD482266,Coca-Cola Bottling Company United,Target,Seattle,Washington,Soft Drinks,Diet Coke,2023-12-29,835,2.57,2145.95
ORD841895,Coca-Cola Bottling Co. Consolidated,Target,Seattle,Washington,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-24,992,3.26,3233.92
ORD449937,Coca-Cola Bottling Co. Consolidated,CVS,Boston,Massachusetts,Soft Drinks,Dr Pepper,2023-02-12,520,3.48,1809.6
ORD486934,Coca-Cola Beverages Florida,Target,Houston,Texas,Alcoholic Beverages,Jack & Coke,2024-01-01,684,3.21,2195.64
ORD396233,Coca-Cola Bottling Company United,Safeway,Chicago,Illinois,Soft Drinks,Coca-Cola Classic,2023-12-29,423,1.33,562.59
ORD111760,Swire Coca-Cola,Publix,Los Angeles,California,Alcoholic Beverages,Jack & Coke,2023-08-24,791,3.48,2752.68
ORD370658,Coca-Cola Bottling Company United,Safeway,Chicago,Illinois,Soft Drinks,Diet Coke,2023-06-07,956,2.17,2074.52
ORD791967,Coca-Cola Bottling Company United,Publix,Chicago,Illinois,Soft Drinks,Coca-Cola Classic,2023-12-15,457,2.98,1361.86
ORD593970,Reyes Coca-Cola Bottling,7-Eleven,Atlanta,Georgia,Soft Drinks,Fanta,2023-07-03,84,1.95,163.8
ORD477736,Coca-Cola Bottling Co. Consolidated,Costco,Seattle,Washington,Soft Drinks,Coca-Cola Classic,2023-02-07,555,2.05,1137.75
ORD348625,Coca-Cola Bottling Co. Consolidated,Target,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-08-27,168,1.81,304.08
ORD701054,Coca-Cola Beverages Florida,Sam's Club,Boston,Massachusetts,Soft Drinks,Dr Pepper,2023-05-13,258,1.41,363.78
ORD762223,Reyes Coca-Cola Bottling,7-Eleven,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-06,221,2.71,598.91
ORD481604,Coca-Cola Bottling Company United,Sam's Club,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-07-01,89,2.76,245.64
ORD548156,Coca-Cola Bottling Company United,Safeway,Houston,Texas,Soft Drinks,Diet Coke,2023-04-14,145,3.39,491.55
ORD102571,Swire Coca-Cola,Walgreens,Chicago,Illinois,Soft Drinks,Dr Pepper,2023-06-28,368,2.34,861.12
ORD302368,Swire Coca-Cola,Walgreens,Denver,Colorado,Soft Drinks,Diet Coke,2023-08-11,347,2.39,829.33
ORD970859,Swire Coca-Cola,Target,Houston,Texas,Alcoholic Beverages,Simply Spiked Lemonade,2023-04-04,728,3.15,2293.2
ORD421551,Coca-Cola Bottling Company United,CVS,Miami,Florida,Water,Dasani,2023-11-14,445,2.98,1326.1
ORD441036,Coca-Cola Bottling Company United,Publix,Atlanta,Georgia,Soft Drinks,Sprite,2023-01-20,201,2.23,448.23
ORD321294,Swire Coca-Cola,Walgreens,Miami,Florida,Water,Aquafina,2023-10-29,488,2.85,1390.8
ORD958333,Reyes Coca-Cola Bottling,Walmart,Seattle,Washington,Alcoholic Beverages,Jack & Coke,2023-10-05,911,2.11,1922.21
ORD406873,Coca-Cola Beverages Florida,Walmart,Los Angeles,California,Soft Drinks,Coca-Cola Classic,2023-01-19,746,1.03,768.38
ORD551365,Reyes Coca-Cola Bottling,7-Eleven,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-01,694,2.93,2033.42
ORD829798,Coca-Cola Bottling Company United,7-Eleven,Atlanta,Georgia,Soft Drinks,Diet Coke,2023-05-19,570,1.9,1083.0
ORD850499,Swire Coca-Cola,Sam's Club,New York,New York,Alcoholic Beverages,Jack & Coke,2023-10-15,123,1.14,140.22
ORD176885,Coca-Cola Beverages Florida,Sam's Club,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-02-21,462,3.12,1441.44
ORD975457,Reyes Coca-Cola Bottling,CVS,Miami,Florida,Water,Smartwater,2023-11-06,864,1.18,1019.52
ORD681330,Coca-Cola Beverages Florida,CVS,Miami,Florida,Soft Drinks,Dr Pepper,2023-01-28,195,1.4,273.0
ORD229539,Reyes Coca-Cola Bottling,CVS,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-11-23,420,1.31,550.2
ORD958594,Reyes Coca-Cola Bottling,Sam's Club,Houston,Texas,Soft Drinks,Dr Pepper,2023-06-30,365,2.87,1047.55
ORD986710,Reyes Coca-Cola Bottling,Sam's Club,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-05-15,660,2.86,1887.6
ORD410495,Swire Coca-Cola,Safeway,Miami,Florida,Alcoholic Beverages,Jack & Coke,2023-12-06,175,3.44,602.0
ORD619921,Coca-Cola Bottling Co. Consolidated,Walgreens,Chicago,Illinois,Soft Drinks,Diet Coke,2023-07-15,196,2.23,437.08
ORD623908,Coca-Cola Beverages Florida,Publix,Denver,Colorado,Water,Dasani,2023-11-15,688,2.81,1933.28
ORD944108,Coca-Cola Beverages Florida,Sam's Club,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-13,815,1.41,1149.15
ORD787133,Reyes Coca-Cola Bottling,Sam's Club,Atlanta,Georgia,Water,Dasani,2023-12-14,208,3.06,636.48
ORD734318,Swire Coca-Cola,Walgreens,Atlanta,Georgia,Water,Smartwater,2023-12-20,899,2.27,2040.73
ORD529130,Swire Coca-Cola,Safeway,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-04-30,797,2.27,1809.19
ORD973868,Reyes Coca-Cola Bottling,Target,Houston,Texas,Soft Drinks,Diet Coke,2023-04-27,443,1.21,536.03
ORD339200,Reyes Coca-Cola Bottling,Target,Houston,Texas,Soft Drinks,Sprite,2023-01-05,817,1.32,1078.44
ORD740374,Coca-Cola Bottling Company United,Safeway,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-11-15,388,1.36,527.68
ORD119265,Coca-Cola Bottling Company United,Costco,New York,New York,Water,Smartwater,2023-12-08,353,1.6,564.8
ORD843726,Coca-Cola Beverages Florida,7-Eleven,Seattle,Washington,Soft Drinks,Diet Coke,2023-01-12,556,2.74,1523.44
ORD150097,Reyes Coca-Cola Bottling,Walmart,Los Angeles,California,Soft Drinks,Dr Pepper,2023-04-07,989,3.12,3085.68
ORD601381,Coca-Cola Beverages Florida,Publix,New York,New York,Water,Aquafina,2023-11-24,850,2.86,2431.0
ORD642662,Coca-Cola Bottling Company United,Walgreens,Atlanta,Georgia,Soft Drinks,Fanta,2023-02-19,686,3.02,2071.72
ORD111955,Reyes Coca-Cola Bottling,Walmart,Phoenix,Arizona,Water,Smartwater,2023-03-15,763,3.44,2624.72
ORD909778,Coca-Cola Beverages Florida,Costco,Los Angeles,California,Water,Smartwater,2023-06-08,921,1.35,1243.35
ORD539368,Reyes Coca-Cola Bottling,Kroger,Boston,Massachusetts,Water,Aquafina,2023-07-05,704,3.29,2316.16
ORD222885,Reyes Coca-Cola Bottling,CVS,Atlanta,Georgia,Water,Smartwater,2023-06-08,58,3.33,193.14
ORD288746,Coca-Cola Bottling Company United,Sam's Club,Seattle,Washington,Soft Drinks,Diet Coke,2023-04-19,784,3.41,2673.44
ORD979259,Coca-Cola Beverages Florida,CVS,Boston,Massachusetts,Alcoholic Beverages,Simply Spiked Lemonade,2023-09-22,170,1.66,282.2
ORD928079,Coca-Cola Bottling Company United,Walgreens,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-09-22,501,1.51,756.51
ORD521838,Coca-Cola Beverages Florida,Target,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-04-21,385,2.07,796.95
ORD861046,Reyes Coca-Cola Bottling,CVS,Chicago,Illinois,Water,Smartwater,2023-05-10,989,2.11,2086.79
ORD254408,Reyes Coca-Cola Bottling,Walmart,Seattle,Washington,Alcoholic Beverages,Simply Spiked Lemonade,2023-06-16,209,2.23,466.07
ORD752991,Reyes Coca-Cola Bottling,Walgreens,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-12-03,791,1.97,1558.27
ORD392699,Swire Coca-Cola,Target,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-06-08,373,2.5,932.5
ORD291882,Reyes Coca-Cola Bottling,Walgreens,Denver,Colorado,Soft Drinks,Diet Coke,2023-01-27,159,2.61,414.99
ORD845215,Reyes Coca-Cola Bottling,CVS,Atlanta,Georgia,Soft Drinks,Sprite,2023-06-03,987,2.75,2714.25
ORD611190,Swire Coca-Cola,Publix,Los Angeles,California,Water,Smartwater,2023-04-23,263,2.74,720.62
ORD676527,Coca-Cola Bottling Co. Consolidated,Safeway,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-11-02,111,3.4,377.4
ORD381910,Swire Coca-Cola,Sam's Club,Phoenix,Arizona,Water,Dasani,2023-06-29,204,2.23,454.92
ORD916766,Swire Coca-Cola,7-Eleven,Seattle,Washington,Water,Aquafina,2023-01-19,212,1.73,366.76
ORD606559,Coca-Cola Bottling Co. Consolidated,Walgreens,Houston,Texas,Soft Drinks,Coca-Cola Classic,2023-12-03,427,2.73,1165.71
ORD674857,Swire Coca-Cola,7-Eleven,Phoenix,Arizona,Soft Drinks,Fanta,2023-10-02,278,2.38,661.64
ORD246882,Coca-Cola Beverages Florida,Safeway,Seattle,Washington,Soft Drinks,Diet Coke,2023-09-16,375,2.98,1117.5
ORD318051,Coca-Cola Beverages Florida,Costco,Phoenix,Arizona,Soft Drinks,Coca-Cola Classic,2023-01-28,523,1.63,852.49
ORD944069,Reyes Coca-Cola Bottling,Publix,Atlanta,Georgia,Soft Drinks,Coca-Cola Classic,2023-03-28,731,2.66,1944.46
ORD805990,Reyes Coca-Cola Bottling,Target,Seattle,Washington,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-20,888,1.1,976.8
ORD421407,Swire Coca-Cola,Walgreens,Phoenix,Arizona,Soft Drinks,Dr Pepper,2023-05-06,340,1.32,448.8
ORD579314,Coca-Cola Bottling Company United,Kroger,Denver,Colorado,Water,Dasani,2023-11-21,644,3.47,2234.68
ORD175457,Coca-Cola Bottling Company United,Kroger,New York,New York,Soft Drinks,Coca-Cola Classic,2023-04-07,155,2.83,438.65
ORD316785,Coca-Cola Bottling Co. Consolidated,Publix,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-05-19,391,3.16,1235.56
ORD263625,Swire Coca-Cola,Safeway,Phoenix,Arizona,Water,Aquafina,2023-03-15,92,1.33,122.36
ORD361690,Coca-Cola Bottling Company United,Sam's Club,Atlanta,Georgia,Water,Dasani,2023-03-13,556,1.63,906.28
ORD946537,Reyes Coca-Cola Bottling,CVS,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-24,165,1.01,166.65
ORD233890,Swire Coca-Cola,Publix,Chicago,Illinois,Water,Aquafina,2023-10-12,583,3.11,1813.13
ORD423529,Reyes Coca-Cola Bottling,Safeway,Chicago,Illinois,Alcoholic Beverages,Jack & Coke,2023-10-31,791,1.51,1194.41
ORD800611,Swire Coca-Cola,Walmart,Los Angeles,California,Water,Aquafina,2023-02-05,308,1.25,385.0
ORD220728,Coca-Cola Bottling Company United,7-Eleven,Houston,Texas,Soft Drinks,Coca-Cola Classic,2023-11-21,403,1.9,765.7
ORD475057,Reyes Coca-Cola Bottling,Sam's Club,Los Angeles,California,Water,Smartwater,2023-07-26,189,3.42,646.38
ORD265453,Swire Coca-Cola,Target,Chicago,Illinois,Alcoholic Beverages,Simply Spiked Lemonade,2023-02-26,892,2.11,1882.12
ORD222093,Coca-Cola Beverages Florida,Publix,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-01-12,786,1.28,1006.08
ORD111775,Swire Coca-Cola,7-Eleven,Houston,Texas,Water,Dasani,2023-03-27,551,3.36,1851.36
ORD211233,Reyes Coca-Cola Bottling,Publix,Miami,Florida,Alcoholic Beverages,Simply Spiked Lemonade,2023-07-06,474,2.42,1147.08
ORD116650,Reyes Coca-Cola Bottling,Costco,Miami,Florida,Soft Drinks,Sprite,2023-09-14,52,1.09,56.68
ORD614948,Swire Coca-Cola,Walgreens,Phoenix,Arizona,Soft Drinks,Sprite,2023-02-08,831,2.39,1986.09
ORD765299,Coca-Cola Bottling Co. Consolidated,Sam's Club,Boston,Massachusetts,Alcoholic Beverages,Jack & Coke,2023-04-11,205,2.97,608.85
ORD828417,Swire Coca-Cola,Target,New York,New York,Alcoholic Beverages,Jack & Coke,2023-04-09,712,1.32,939.84
ORD410545,Swire Coca-Cola,Kroger,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-07-02,398,2.39,951.22
ORD426271,Swire Coca-Cola,Kroger,Los Angeles,California,Water,Aquafina,2023-12-14,483,1.33,642.39
ORD996566,Coca-Cola Beverages Florida,Walmart,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-11-20,490,2.08,1019.2
ORD325058,Reyes Coca-Cola Bottling,Costco,Atlanta,Georgia,Soft Drinks,Diet Coke,2023-04-30,555,1.41,782.55
ORD361850,Swire Coca-Cola,Walmart,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-08-17,68,3.16,214.88
ORD186873,Swire Coca-Cola,Walmart,Houston,Texas,Soft Drinks,Fanta,2023-09-24,104,2.78,289.12
ORD999542,Coca-Cola Bottling Co. Consolidated,7-Eleven,Chicago,Illinois,Soft Drinks,Diet Coke,2023-08-10,763,1.28,976.64
ORD151032,Coca-Cola Bottling Company United,Safeway,Los Angeles,California,Alcoholic Beverages,Jack & Coke,2023-06-30,479,2.56,1226.24
ORD230950,Coca-Cola Bottling Co. Consolidated,Walmart,Seattle,Washington,Water,Aquafina,2023-12-25,548,1.11,608.28
ORD141351,Reyes Coca-Cola Bottling,Safeway,New York,New York,Soft Drinks,Dr Pepper,2023-02-06,974,1.61,1568.14
ORD130870,Coca-Cola Beverages Florida,Publix,Atlanta,Georgia,Water,Dasani,2023-04-04,1000,2.14,2140.0
ORD190744,Coca-Cola Beverages Florida,CVS,Houston,Texas,Alcoholic Beverages,Jack & Coke,2023-10-23,750,3.29,2467.5
ORD943298,Coca-Cola Beverages Florida,Publix,Miami,Florida,Soft Drinks,Dr Pepper,2023-07-03,872,1.36,1185.92
ORD803945,Swire Coca-Cola,7-Eleven,Boston,Massachusetts,Soft Drinks,Diet Coke,2023-05-15,705,3.49,2460.45
ORD318604,Coca-Cola Bottling Company United,Walmart,Chicago,Illinois,Water,Dasani,2023-11-13,519,2.56,1328.64
ORD415313,Coca-Cola Beverages Florida,Target,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-11-26,512,3.01,1541.12
ORD576131,Coca-Cola Bottling Co. Consolidated,CVS,Miami,Florida,Water,Dasani,2023-04-05,125,2.17,271.25
ORD680098,Coca-Cola Bottling Company United,Target,Houston,Texas,Soft Drinks,Sprite,2023-11-04,153,1.56,238.68
ORD960704,Coca-Cola Beverages Florida,Costco,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-01-17,278,2.09,581.02
ORD268426,Coca-Cola Bottling Company United,Publix,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-12-29,353,2.31,815.43
ORD689236,Coca-Cola Bottling Co. Consolidated,Kroger,Boston,Massachusetts,Water,Dasani,2023-10-02,59,2.63,155.17
ORD534629,Coca-Cola Bottling Co. Consolidated,Publix,Atlanta,Georgia,Water,Smartwater,2023-02-09,366,1.36,497.76
ORD199305,Coca-Cola Beverages Florida,Safeway,Seattle,Washington,Alcoholic Beverages,Jack & Coke,2023-09-26,702,1.88,1319.76
ORD719001,Swire Coca-Cola,Target,Atlanta,Georgia,Water,Smartwater,2023-12-31,548,1.36,745.28
ORD787959,Coca-Cola Bottling Company United,Walmart,Denver,Colorado,Alcoholic Beverages,Jack & Coke,2023-08-30,548,2.35,1287.8
ORD849914,Reyes Coca-Cola Bottling,Target,Seattle,Washington,Soft Drinks,Dr Pepper,2023-02-13,612,1.79,1095.48
ORD493580,Coca-Cola Bottling Co. Consolidated,Target,Boston,Massachusetts,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-10,277,1.72,476.44
ORD746474,Swire Coca-Cola,Walgreens,Los Angeles,California,Soft Drinks,Diet Coke,2023-05-03,78,3.42,266.76
ORD451267,Reyes Coca-Cola Bottling,Sam's Club,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-10-11,289,1.31,378.59
ORD411543,Swire Coca-Cola,Safeway,Seattle,Washington,Alcoholic Beverages,Jack & Coke,2023-08-11,432,2.89,1248.48
ORD781839,Reyes Coca-Cola Bottling,Costco,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-09-23,415,2.77,1149.55
ORD826541,Swire Coca-Cola,Costco,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-01-30,984,1.53,1505.52
ORD385118,Coca-Cola Bottling Co. Consolidated,Safeway,Seattle,Washington,Water,Dasani,2023-06-14,890,1.85,1646.5
ORD547268,Coca-Cola Bottling Company United,Sam's Club,Los Angeles,California,Water,Smartwater,2023-07-13,889,1.41,1253.49
ORD512296,Coca-Cola Bottling Company United,Kroger,Phoenix,Arizona,Alcoholic Beverages,Simply Spiked Lemonade,2023-04-25,154,2.66,409.64
ORD770429,Coca-Cola Bottling Company United,Publix,Atlanta,Georgia,Soft Drinks,Sprite,2023-09-29,638,3.35,2137.3
ORD363449,Swire Coca-Cola,7-Eleven,Los Angeles,California,Alcoholic Beverages,Jack & Coke,2023-08-02,723,1.17,845.91
ORD851916,Coca-Cola Bottling Co. Consolidated,Walgreens,Chicago,Illinois,Soft Drinks,Sprite,2023-11-28,713,2.81,2003.53
ORD200491,Coca-Cola Bottling Co. Consolidated,Walgreens,Denver,Colorado,Alcoholic Beverages,Simply Spiked Lemonade,2023-04-25,259,1.16,300.44
ORD758798,Coca-Cola Bottling Company United,Walgreens,New York,New York,Alcoholic Beverages,Jack & Coke,2023-02-24,50,2.5,125.0
ORD573765,Reyes Coca-Cola Bottling,Sam's Club,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-12-25,763,2.5,1907.5
ORD565068,Coca-Cola Bottling Company United,7-Eleven,Denver,Colorado,Alcoholic Beverages,Simply Spiked Lemonade,2023-08-08,962,1.49,1433.38
ORD954137,Reyes Coca-Cola Bottling,Sam's Club,Atlanta,Georgia,Alcoholic Beverages,Simply Spiked Lemonade,2023-04-24,219,2.35,514.65
ORD325971,Coca-Cola Beverages Florida,Safeway,Houston,Texas,Soft Drinks,Fanta,2023-05-19,806,1.14,918.84
ORD964574,Coca-Cola Beverages Florida,CVS,Denver,Colorado,Water,Dasani,2023-11-06,56,1.35,75.6
ORD452805,Coca-Cola Beverages Florida,CVS,Phoenix,Arizona,Water,Dasani,2023-06-29,568,1.32,749.76
ORD670699,Coca-Cola Bottling Co. Consolidated,Kroger,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-09-21,989,3.08,3046.12
ORD130531,Swire Coca-Cola,7-Eleven,Phoenix,Arizona,Alcoholic Beverages,Jack & Coke,2023-03-16,755,2.51,1895.05
ORD236248,Swire Coca-Cola,Publix,Los Angeles,California,Soft Drinks,Sprite,2023-03-22,644,2.7,1738.8
ORD531162,Coca-Cola Bottling Co. Consolidated,Sam's Club,Denver,Colorado,Soft Drinks,Diet Coke,2023-06-08,822,1.06,871.32
ORD514235,Coca-Cola Bottling Company United,Kroger,New York,New York,Soft Drinks,Sprite,2023-03-11,871,1.2,1045.2
ORD771315,Coca-Cola Bottling Co. Consolidated,Publix,Seattle,Washington,Soft Drinks,Dr Pepper,2023-11-05,598,3.26,1949.48
ORD112401,Reyes Coca-Cola Bottling,CVS,Chicago,Illinois,Water,Dasani,2023-11-01,428,1.34,573.52
ORD930514,Coca-Cola Bottling Co. Consolidated,Costco,Atlanta,Georgia,Water,Aquafina,2023-02-16,139,1.33,184.87
ORD467985,Coca-Cola Bottling Co. Consolidated,Costco,Miami,Florida,Soft Drinks,Dr Pepper,2023-12-08,575,1.31,753.25
ORD344481,Coca-Cola Beverages Florida,7-Eleven,Denver,Colorado,Soft Drinks,Coca-Cola Classic,2023-11-26,118,1.28,151.04
ORD735162,Reyes Coca-Cola Bottling,Walmart,Los Angeles,California,Alcoholic Beverages,Simply Spiked Lemonade,2023-11-27,432,3.47,1499.04
ORD719506,Coca-Cola Beverages Florida,Costco,Miami,Florida,Water,Smartwater,2023-05-24,194,1.64,318.16
ORD324302,Swire Coca-Cola,Publix,Denver,Colorado,Water,Dasani,2023-04-21,412,1.01,416.12
ORD773413,Coca-Cola Bottling Company United,CVS,Chicago,Illinois,Water,Aquafina,2023-08-12,508,2.66,1351.28
ORD592110,Coca-Cola Bottling Company United,CVS,Los Angeles,California,Water,Aquafina,2023-12-21,996,1.64,1633.44
ORD536322,Swire Coca-Cola,CVS,Seattle,Washington,Soft Drinks,Coca-Cola Classic,2023-05-26,302,1.0,302.0
ORD818914,Coca-Cola Bottling Co. Consolidated,Sam's Club,Miami,Florida,Water,Dasani,2023-04-04,411,1.67,686.37
ORD722090,Reyes Coca-Cola Bottling,Safeway,Boston,Massachusetts,Water,Aquafina,2024-01-01,64,1.92,122.88
ORD402715,Coca-Cola Beverages Florida,Publix,Denver,Colorado,Soft Drinks,Fanta,2023-10-29,646,1.21,781.66
ORD604754,Reyes Coca-Cola Bottling,Walgreens,Miami,Florida,Soft Drinks,Coca-Cola Classic,2023-10-28,632,2.53,1598.96
ORD886280,Swire Coca-Cola,CVS,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-03-30,376,2.01,755.76
ORD623166,Coca-Cola Bottling Co. Consolidated,CVS,Boston,Massachusetts,Water,Dasani,2023-05-07,294,2.32,682.08
ORD328941,Swire Coca-Cola,Costco,New York,New York,Alcoholic Beverages,Simply Spiked Lemonade,2023-06-10,154,1.95,300.3
ORD516369,Reyes Coca-Cola Bottling,Costco,Phoenix,Arizona,Water,Smartwater,2023-09-15,661,3.25,2148.25
ORD740527,Swire Coca-Cola,Sam's Club,Atlanta,Georgia,Water,Dasani,2023-10-13,92,1.11,102.12
ORD274678,Swire Coca-Cola,Costco,New York,New York,Soft Drinks,Coca-Cola Classic,2023-07-12,608,3.23,1963.84
ORD282919,Coca-Cola Bottling Company United,Sam's Club,Los Angeles,California,Soft Drinks,Diet Coke,2023-07-06,549,3.46,1899.54
